13b5913,4,3,3,3,2160
13beea2,3,3,3,-1,1440
13c13e8,4,4,-1,-1,1080
13c8761,3,3,-1,-1,1080
13e0c43,3,3,3,-1,1440
13f6ab7,4,4,4,-1,1440
141deee,4,4,4,-1,1440
143ef2c,4,4,-1,-1,1080
14465fb,4,4,-1,-1,1080
145f6b0,4,4,-1,-1,1080
14d9566,3,3,3,-1,1440
14f77c1,4,4,4,-1,1440
14fad84,4,4,-1,-1,1080
15178f7,4,4,4,4,2160
1536de5,4,4,4,4,2160
1541326,3,4,-1,-1,1080
155414b,4,4,4,1,2160
155ac38,4,4,4,3,2160
1585fe0,4,4,-1,-1,1080
1596eab,4,4,-1,-1,1080
159eb9b,3,0,-1,-1,1080
15a4658,3,3,3,-1,1440
15a6a69,4,4,4,4,2160
15b32ac,4,3,-1,-1,1080
15b3f1d,4,4,4,4,2160
15ba230,4,4,4,4,2160
15d588e,4,4,4,4,2160
15ec9ef,3,3,-1,-1,1080
15efa13,3,3,-1,-1,1080
15fa202,4,4,3,3,2160
160579c,4,4,-1,-1,1080
1632035,4,4,4,4,2160
1650414,4,4,4,4,2160
165094a,4,3,3,-1,1440
16540a8,4,4,-1,-1,1080
1669152,4,4,4,-1,1440
166cdcc,4,3,4,-1,1440
167a036,4,4,4,0,2160
168ebcc,4,4,-1,-1,1080
1692760,4,4,4,4,2160
16a3632,3,3,4,-1,1440
16a548e,4,4,4,4,2160
16a864d,4,3,-1,-1,1080
16cf03c,4,3,4,4,2160
16e1972,4,4,4,4,2160
16f79f6,4,4,4,4,2160
1702f2e,4,4,4,0,2160
1707f5b,4,3,-1,-1,1080
1716ff1,4,4,-1,-1,1080
17207bc,3,3,2,3,2160
17219d4,4,4,-1,-1,1080
17246d5,4,4,-1,-1,1080
1753e83,4,4,-1,-1,1080
175ff43,4,4,4,0,2160
176703f,4,4,0,-1,1440
1767a82,4,4,-1,-1,1080
178ead9,3,3,3,-1,1440
17902b2,3,4,3,-1,1440
17d5802,4,4,-1,-1,1080
17dd268,4,4,-1,-1,1080
17fc463,4,4,4,4,2160
1802fb4,4,4,4,4,2160
1803bef,3,1,0,-1,1440
181cf1c,4,4,4,4,2160
185d721,4,4,4,4,2160
185ea84,4,4,-1,-1,1080
1873895,-1,4,-1,-1,1080
1881ab0,4,4,4,4,2160
188e7e9,4,4,4,-1,1440
1893092,3,3,-1,-1,1080
189ed26,4,4,-1,-1,1080
18a7995,4,3,3,4,2160
18bf822,4,4,4,-1,1440
